District,Crop,Year,Season,Total_Rainfall_mm,Average_Temp_C,Mean_NDVI,Yield_KG_HA
Huye,Cassava,2017,Season B,359.4,19.14375,0.5222,16498.47
Huye,Cassava,2018,Season A,643.1,18.70414364640884,0.5558,18206.73
Huye,Cassava,2018,Season B,648.9,18.21929347826087,0.5809,21641.35
Huye,Cassava,2019,Season A,954.6,18.770441988950274,0.581,20653.22
Huye,Cassava,2019,Season B,476.8,18.867934782608696,0.5628,18572.24
Huye,Cassava,2020,Season A,746.9,18.892032967032968,0.5652,19073.56
Huye,Cassava,2020,Season B,565.3,19.188315217391303,0.5467,18980.24
Huye,Cassava,2021,Season A,683.9,18.87375690607735,0.564,19083.23
Huye,Cassava,2021,Season B,476.2,18.60271739130435,0.5358,18969.85
Huye,Climbing bean,2015,Season A,424.2,18.484806629834253,0.5765,648.35
Huye,Climbing bean,2015,Season B,307.5,18.45815217391305,0.565,749.97
Huye,Climbing bean,2016,Season A,406.2,18.827472527472526,0.5781,636.45
Huye,Climbing bean,2016,Season B,273.7,18.826630434782608,0.5539,704.3
Huye,Climbing bean,2017,Season A,455.2,19.21132596685083,0.5212,583.07
Huye,Climbing bean,2017,Season B,359.4,19.14375,0.5222,699.14
Huye,Climbing bean,2018,Season A,643.1,18.70414364640884,0.5558,686.09
Huye,Climbing bean,2018,Season B,648.9,18.21929347826087,0.5809,890.96
Huye,Climbing bean,2019,Season A,954.6,18.770441988950274,0.581,760.52
Huye,Climbing bean,2019,Season B,476.8,18.867934782608696,0.5628,775.18
Huye,Climbing bean,2020,Season A,746.9,18.892032967032968,0.5652,695.28
Huye,Climbing bean,2020,Season B,565.3,19.188315217391303,0.5467,777.32
Huye,Climbing bean,2021,Season A,683.9,18.87375690607735,0.564,671.05
Huye,Climbing bean,2021,Season B,476.2,18.60271739130435,0.5358,788.29
Huye,Cooking Banana,2015,Season A,424.2,18.484806629834253,0.5765,9598.08
Huye,Cooking Banana,2015,Season B,307.5,18.45815217391305,0.565,11967.83
Huye,Cooking Banana,2016,Season A,406.2,18.827472527472526,0.5781,9331.55
Huye,Cooking Banana,2016,Season B,273.7,18.826630434782608,0.5539,11400.24
Huye,Cooking Banana,2017,Season A,455.2,19.21132596685083,0.5212,8766.68
Huye,Cooking Banana,2017,Season B,359.4,19.14375,0.5222,11264.11
Huye,Cooking Banana,2018,Season A,643.1,18.70414364640884,0.5558,9974.22
Huye,Cooking Banana,2018,Season B,648.9,18.21929347826087,0.5809,13876.62
Huye,Cooking Banana,2019,Season A,954.6,18.770441988950274,0.581,11322.23
Huye,Cooking Banana,2019,Season B,476.8,18.867934782608696,0.5628,12354.89
Huye,Cooking Banana,2020,Season A,746.9,18.892032967032968,0.5652,10439.46
Huye,Cooking Banana,2020,Season B,565.3,19.188315217391303,0.5467,12589.08
Huye,Cooking Banana,2021,Season A,683.9,18.87375690607735,0.564,10314.86
Huye,Cooking Banana,2021,Season B,476.2,18.60271739130435,0.5358,12355.48
Huye,Dessert banana,2015,Season A,424.2,18.484806629834253,0.5765,8348.9
Huye,Dessert banana,2015,Season B,307.5,18.45815217391305,0.565,9771.97
Huye,Dessert banana,2016,Season A,406.2,18.827472527472526,0.5781,7979.84
Huye,Dessert banana,2016,Season B,273.7,18.826630434782608,0.5539,9258.7
Huye,Dessert banana,2017,Season A,455.2,19.21132596685083,0.5212,7460.8
Huye,Dessert banana,2017,Season B,359.4,19.14375,0.5222,9261.83
Huye,Dessert banana,2018,Season A,643.1,18.70414364640884,0.5558,8562.99
Huye,Dessert banana,2018,Season B,648.9,18.21929347826087,0.5809,11580.22
Huye,Dessert banana,2019,Season A,954.6,18.770441988950274,0.581,9425.24
Huye,Dessert banana,2019,Season B,476.8,18.867934782608696,0.5628,10419.66
Huye,Dessert banana,2020,Season A,746.9,18.892032967032968,0.5652,8684.25
Huye,Dessert banana,2020,Season B,565.3,19.188315217391303,0.5467,10167.24
Huye,Dessert banana,2021,Season A,683.9,18.87375690607735,0.564,8386.73
Huye,Dessert banana,2021,Season B,476.2,18.60271739130435,0.5358,10066.8
Huye,Ground nuts,2015,Season A,424.2,18.484806629834253,0.5765,402.35
Huye,Ground nuts,2015,Season B,307.5,18.45815217391305,0.565,473.87
Huye,Ground nuts,2016,Season A,406.2,18.827472527472526,0.5781,401.98
Huye,Ground nuts,2016,Season B,273.7,18.826630434782608,0.5539,439.73
Huye,Ground nuts,2017,Season A,455.2,19.21132596685083,0.5212,370.1
Huye,Ground nuts,2017,Season B,359.4,19.14375,0.5222,435.74
Huye,Ground nuts,2018,Season A,643.1,18.70414364640884,0.5558,414.53
Huye,Ground nuts,2018,Season B,648.9,18.21929347826087,0.5809,548.43
Huye,Ground nuts,2019,Season A,954.6,18.770441988950274,0.581,465.99
Huye,Ground nuts,2019,Season B,476.8,18.867934782608696,0.5628,479.74
Huye,Ground nuts,2020,Season A,746.9,18.892032967032968,0.5652,443.02
Huye,Ground nuts,2020,Season B,565.3,19.188315217391303,0.5467,479.9
Huye,Ground nuts,2021,Season A,683.9,18.87375690607735,0.564,435.49
Huye,Ground nuts,2021,Season B,476.2,18.60271739130435,0.5358,488.69
Huye,Irish potatoes,2015,Season A,424.2,18.484806629834253,0.5765,3526.7
Huye,Irish potatoes,2015,Season B,307.5,18.45815217391305,0.565,3090.12
Huye,Irish potatoes,2016,Season A,406.2,18.827472527472526,0.5781,3359.73
Huye,Irish potatoes,2016,Season B,273.7,18.826630434782608,0.5539,2957.77
Huye,Irish potatoes,2017,Season A,455.2,19.21132596685083,0.5212,3224.22
Huye,Irish potatoes,2017,Season B,359.4,19.14375,0.5222,2921.91
Huye,Irish potatoes,2018,Season A,643.1,18.70414364640884,0.5558,3573.09
Huye,Irish potatoes,2018,Season B,648.9,18.21929347826087,0.5809,3724.71
Huye,Irish potatoes,2019,Season A,954.6,18.770441988950274,0.581,3959.4
Huye,Irish potatoes,2019,Season B,476.8,18.867934782608696,0.5628,3230.92
Huye,Irish potatoes,2020,Season A,746.9,18.892032967032968,0.5652,3743.81
Huye,Irish potatoes,2020,Season B,565.3,19.188315217391303,0.5467,3346.01
Huye,Irish potatoes,2021,Season A,683.9,18.87375690607735,0.564,3561.04
Huye,Irish potatoes,2021,Season B,476.2,18.60271739130435,0.5358,3178.4
Huye,Maize,2015,Season A,424.2,18.484806629834253,0.5765,1497.04
Huye,Maize,2015,Season B,307.5,18.45815217391305,0.565,1294.52
Huye,Maize,2016,Season A,406.2,18.827472527472526,0.5781,1471.85
Huye,Maize,2016,Season B,273.7,18.826630434782608,0.5539,1242.18
Huye,Maize,2017,Season A,455.2,19.21132596685083,0.5212,1334.91
Huye,Maize,2017,Season B,359.4,19.14375,0.5222,1235.56
Huye,Maize,2018,Season A,643.1,18.70414364640884,0.5558,1518.05
Huye,Maize,2018,Season B,648.9,18.21929347826087,0.5809,1570.48
Huye,Maize,2019,Season A,954.6,18.770441988950274,0.581,1696.2
Huye,Maize,2019,Season B,476.8,18.867934782608696,0.5628,1384.11
Huye,Maize,2020,Season A,746.9,18.892032967032968,0.5652,1558.97
Huye,Maize,2020,Season B,565.3,19.188315217391303,0.5467,1357.49
Huye,Maize,2021,Season A,683.9,18.87375690607735,0.564,1547.98
Huye,Maize,2021,Season B,476.2,18.60271739130435,0.5358,1350.18
Huye,Paddy rice,2015,Season A,424.2,18.484806629834253,0.5765,4012.41
Huye,Paddy rice,2015,Season B,307.5,18.45815217391305,0.565,3674.04
Huye,Paddy rice,2016,Season A,406.2,18.827472527472526,0.5781,3877.69
Huye,Paddy rice,2016,Season B,273.7,18.826630434782608,0.5539,3634.48
Huye,Paddy rice,2017,Season A,455.2,19.21132596685083,0.5212,3500.29
Huye,Paddy rice,2017,Season B,359.4,19.14375,0.5222,3433.89
Huye,Paddy rice,2018,Season A,643.1,18.70414364640884,0.5558,4004.44
Huye,Paddy rice,2018,Season B,648.9,18.21929347826087,0.5809,4386.74
Huye,Paddy rice,2019,Season A,954.6,18.770441988950274,0.581,4505.34
Huye,Paddy rice,2019,Season B,476.8,18.867934782608696,0.5628,3963.49
Huye,Paddy rice,2020,Season A,746.9,18.892032967032968,0.5652,4233.99
Huye,Paddy rice,2020,Season B,565.3,19.188315217391303,0.5467,3949.03
Huye,Paddy rice,2021,Season A,683.9,18.87375690607735,0.564,4096.04
Huye,Paddy rice,2021,Season B,476.2,18.60271739130435,0.5358,3888.85
Huye,Peas,2015,Season A,424.2,18.484806629834253,0.5765,960.48
Huye,Peas,2015,Season B,307.5,18.45815217391305,0.565,867.13
Huye,Peas,2016,Season A,406.2,18.827472527472526,0.5781,937.42
Huye,Peas,2016,Season B,273.7,18.826630434782608,0.5539,842.01
Huye,Peas,2017,Season A,455.2,19.21132596685083,0.5212,852.75
Huye,Peas,2017,Season B,359.4,19.14375,0.5222,828.4
Huye,Peas,2018,Season A,643.1,18.70414364640884,0.5558,958.0
Huye,Peas,2018,Season B,648.9,18.21929347826087,0.5809,1013.12
Huye,Peas,2019,Season A,954.6,18.770441988950274,0.581,1109.2
Huye,Peas,2019,Season B,476.8,18.867934782608696,0.5628,904.15
Huye,Peas,2020,Season A,746.9,18.892032967032968,0.5652,1003.63
Huye,Peas,2020,Season B,565.3,19.188315217391303,0.5467,926.74
Huye,Peas,2021,Season A,683.9,18.87375690607735,0.564,976.36
Huye,Peas,2021,Season B,476.2,18.60271739130435,0.5358,896.17
Huye,Sorghum,2015,Season B,307.5,18.45815217391305,0.565,848.47
Huye,Sorghum,2016,Season B,273.7,18.826630434782608,0.5539,777.76
Huye,Sorghum,2017,Season B,359.4,19.14375,0.5222,777.08
Huye,Sorghum,2018,Season B,648.9,18.21929347826087,0.5809,992.1
Huye,Sorghum,2019,Season B,476.8,18.867934782608696,0.5628,862.34
Huye,Sorghum,2020,Season B,565.3,19.188315217391303,0.5467,859.54
Huye,Sorghum,2021,Season B,476.2,18.60271739130435,0.5358,869.3
Huye,Soya beans,2015,Season A,424.2,18.484806629834253,0.5765,475.07
Huye,Soya beans,2015,Season B,307.5,18.45815217391305,0.565,433.88
Huye,Soya beans,2016,Season A,406.2,18.827472527472526,0.5781,472.92
Huye,Soya beans,2016,Season B,273.7,18.826630434782608,0.5539,404.95
Huye,Soya beans,2017,Season A,455.2,19.21132596685083,0.5212,438.01
Huye,Soya beans,2017,Season B,359.4,19.14375,0.5222,410.58
Huye,Soya beans,2018,Season A,643.1,18.70414364640884,0.5558,501.25
Huye,Soya beans,2018,Season B,648.9,18.21929347826087,0.5809,506.0
Huye,Soya beans,2019,Season A,954.6,18.770441988950274,0.581,542.15
Huye,Soya beans,2019,Season B,476.8,18.867934782608696,0.5628,445.37
Huye,Soya beans,2020,Season A,746.9,18.892032967032968,0.5652,516.84
Huye,Soya beans,2020,Season B,565.3,19.188315217391303,0.5467,445.38
Huye,Soya beans,2021,Season A,683.9,18.87375690607735,0.564,508.71
Huye,Soya beans,2021,Season B,476.2,18.60271739130435,0.5358,441.66
Huye,Sweet potatoes,2015,Season A,424.2,18.484806629834253,0.5765,5432.39
Huye,Sweet potatoes,2015,Season B,307.5,18.45815217391305,0.565,8173.34
Huye,Sweet potatoes,2016,Season A,406.2,18.827472527472526,0.5781,5220.49
Huye,Sweet potatoes,2016,Season B,273.7,18.826630434782608,0.5539,8081.84
Huye,Sweet potatoes,2017,Season A,455.2,19.21132596685083,0.5212,4944.32
Huye,Sweet potatoes,2017,Season B,359.4,19.14375,0.5222,7888.5
Huye,Sweet potatoes,2018,Season A,643.1,18.70414364640884,0.5558,5536.38
Huye,Sweet potatoes,2018,Season B,648.9,18.21929347826087,0.5809,9891.11
Huye,Sweet potatoes,2019,Season A,954.6,18.770441988950274,0.581,6286.37
Huye,Sweet potatoes,2019,Season B,476.8,18.867934782608696,0.5628,8602.98
Huye,Sweet potatoes,2020,Season A,746.9,18.892032967032968,0.5652,5649.66
Huye,Sweet potatoes,2020,Season B,565.3,19.188315217391303,0.5467,8894.59
Huye,Sweet potatoes,2021,Season A,683.9,18.87375690607735,0.564,5593.33
Huye,Sweet potatoes,2021,Season B,476.2,18.60271739130435,0.5358,8554.91
Huye,Yams & Taro,2015,Season A,424.2,18.484806629834253,0.5765,7378.82
Huye,Yams & Taro,2015,Season B,307.5,18.45815217391305,0.565,4218.99
Huye,Yams & Taro,2016,Season A,406.2,18.827472527472526,0.5781,6931.35
Huye,Yams & Taro,2016,Season B,273.7,18.826630434782608,0.5539,4002.44
Huye,Yams & Taro,2017,Season A,455.2,19.21132596685083,0.5212,6448.36
Huye,Yams & Taro,2017,Season B,359.4,19.14375,0.5222,4007.07
Huye,Yams & Taro,2018,Season A,643.1,18.70414364640884,0.5558,7518.32
Huye,Yams & Taro,2018,Season B,648.9,18.21929347826087,0.5809,4987.15
Huye,Yams & Taro,2019,Season A,954.6,18.770441988950274,0.581,8463.39
Huye,Yams & Taro,2019,Season B,476.8,18.867934782608696,0.5628,4454.64
Huye,Yams & Taro,2020,Season A,746.9,18.892032967032968,0.5652,7749.74
Huye,Yams & Taro,2020,Season B,565.3,19.188315217391303,0.5467,4391.02
Huye,Yams & Taro,2021,Season A,683.9,18.87375690607735,0.564,7517.39
Huye,Yams & Taro,2021,Season B,476.2,18.60271739130435,0.5358,4274.03
Kamonyi,Banana for beer,2015,Season A,576.0,18.55635359116022,0.5973,11057.82
Kamonyi,Banana for beer,2015,Season B,314.2,18.683695652173917,0.5579,8008.12
Kamonyi,Banana for beer,2016,Season A,510.3,18.782967032967036,0.5802,10569.4
Kamonyi,Banana for beer,2016,Season B,301.2,19.12282608695652,0.5444,7797.43
Kamonyi,Banana for beer,2017,Season A,360.7,20.275966850828727,0.5472,8903.78
Kamonyi,Banana for beer,2017,Season B,261.1,19.72309782608696,0.5031,6911.19
Kamonyi,Banana for beer,2018,Season A,423.9,19.72265193370166,0.5395,9134.02
Kamonyi,Banana for beer,2018,Season B,499.2,18.78125,0.5761,8762.41
Kamonyi,Banana for beer,2019,Season A,665.3,19.923756906077347,0.5581,10355.1
Kamonyi,Banana for beer,2019,Season B,352.3,19.769565217391303,0.5336,7522.74
Kamonyi,Banana for beer,2020,Season A,680.0,19.83818681318681,0.5609,10397.63
Kamonyi,Banana for beer,2020,Season B,488.7,19.742934782608696,0.5163,7834.36
Kamonyi,Banana for beer,2021,Season A,551.3,19.91767955801105,0.5665,9750.0
Kamonyi,Banana for beer,2021,Season B,391.2,19.079891304347825,0.547,7934.0
Kamonyi,Bananas,2015,Season A,576.0,18.55635359116022,0.5973,10652.62
Kamonyi,Bananas,2015,Season B,314.2,18.683695652173917,0.5579,9100.63
Kamonyi,Bananas,2016,Season A,510.3,18.782967032967036,0.5802,10135.13
Kamonyi,Bananas,2016,Season B,301.2,19.12282608695652,0.5444,8971.66
Kamonyi,Bananas,2017,Season A,360.7,20.275966850828727,0.5472,8703.91
Kamonyi,Bananas,2017,Season B,261.1,19.72309782608696,0.5031,7810.92
Kamonyi,Bananas,2018,Season A,423.9,19.72265193370166,0.5395,9244.08
Kamonyi,Bananas,2018,Season B,499.2,18.78125,0.5761,10115.84
Kamonyi,Bananas,2019,Season A,665.3,19.923756906077347,0.5581,9983.8
Kamonyi,Bananas,2019,Season B,352.3,19.769565217391303,0.5336,8604.42
Kamonyi,Bananas,2020,Season A,680.0,19.83818681318681,0.5609,10052.36
Kamonyi,Bananas,2020,Season B,488.7,19.742934782608696,0.5163,9001.63
Kamonyi,Bananas,2021,Season A,551.3,19.91767955801105,0.5665,9660.4
Kamonyi,Bananas,2021,Season B,391.2,19.079891304347825,0.547,9177.65
Kamonyi,Beans,2015,Season B,314.2,18.683695652173917,0.5579,573.61
Kamonyi,Beans,2016,Season B,301.2,19.12282608695652,0.5444,548.21
Kamonyi,Beans,2017,Season B,261.1,19.72309782608696,0.5031,485.45
Kamonyi,Beans,2018,Season B,499.2,18.78125,0.5761,649.89
Kamonyi,Beans,2019,Season B,352.3,19.769565217391303,0.5336,549.35
Kamonyi,Beans,2020,Season B,488.7,19.742934782608696,0.5163,581.09
Kamonyi,Beans,2021,Season B,391.2,19.079891304347825,0.547,578.57
Kamonyi,Bush bean,2015,Season A,576.0,18.55635359116022,0.5973,617.1
Kamonyi,Bush bean,2015,Season B,314.2,18.683695652173917,0.5579,560.1
Kamonyi,Bush bean,2016,Season A,510.3,18.782967032967036,0.5802,586.66
Kamonyi,Bush bean,2016,Season B,301.2,19.12282608695652,0.5444,516.96
Kamonyi,Bush bean,2017,Season A,360.7,20.275966850828727,0.5472,497.48
Kamonyi,Bush bean,2017,Season B,261.1,19.72309782608696,0.5031,462.91
Kamonyi,Bush bean,2018,Season A,423.9,19.72265193370166,0.5395,530.93
Kamonyi,Bush bean,2018,Season B,499.2,18.78125,0.5761,613.65
Kamonyi,Bush bean,2019,Season A,665.3,19.923756906077347,0.5581,574.98
Kamonyi,Bush bean,2019,Season B,352.3,19.769565217391303,0.5336,524.1
Kamonyi,Bush bean,2020,Season A,680.0,19.83818681318681,0.5609,589.18
Kamonyi,Bush bean,2020,Season B,488.7,19.742934782608696,0.5163,554.47
Kamonyi,Bush bean,2021,Season A,551.3,19.91767955801105,0.5665,567.43
Kamonyi,Bush bean,2021,Season B,391.2,19.079891304347825,0.547,557.71
Kamonyi,Cassava,2015,Season A,576.0,18.55635359116022,0.5973,16170.32
Kamonyi,Cassava,2015,Season B,314.2,18.683695652173917,0.5579,16239.46
Kamonyi,Cassava,2016,Season A,510.3,18.782967032967036,0.5802,15112.47
Kamonyi,Cassava,2016,Season B,301.2,19.12282608695652,0.5444,15304.46
Kamonyi,Cassava,2017,Season A,360.7,20.275966850828727,0.5472,13066.2
Kamonyi,Cassava,2017,Season B,261.1,19.72309782608696,0.5031,13832.88
Kamonyi,Cassava,2018,Season A,423.9,19.72265193370166,0.5395,13768.13
Kamonyi,Cassava,2018,Season B,499.2,18.78125,0.5761,17533.3
Kamonyi,Cassava,2019,Season A,665.3,19.923756906077347,0.5581,14929.08
Kamonyi,Cassava,2019,Season B,352.3,19.769565217391303,0.5336,15131.24
Kamonyi,Cassava,2020,Season A,680.0,19.83818681318681,0.5609,14998.37
Kamonyi,Cassava,2020,Season B,488.7,19.742934782608696,0.5163,16035.43
Kamonyi,Cassava,2021,Season A,551.3,19.91767955801105,0.5665,14546.91
Kamonyi,Cassava,2021,Season B,391.2,19.079891304347825,0.547,16156.97
Kamonyi,Climbing bean,2015,Season A,576.0,18.55635359116022,0.5973,785.85
Kamonyi,Climbing bean,2015,Season B,314.2,18.683695652173917,0.5579,785.85
Kamonyi,Climbing bean,2016,Season A,510.3,18.782967032967036,0.5802,734.22
Kamonyi,Climbing bean,2016,Season B,301.2,19.12282608695652,0.5444,762.59
Kamonyi,Climbing bean,2017,Season A,360.7,20.275966850828727,0.5472,618.05
Kamonyi,Climbing bean,2017,Season B,261.1,19.72309782608696,0.5031,670.96
Kamonyi,Climbing bean,2018,Season A,423.9,19.72265193370166,0.5395,667.36
Kamonyi,Climbing bean,2018,Season B,499.2,18.78125,0.5761,880.73
Kamonyi,Climbing bean,2019,Season A,665.3,19.923756906077347,0.5581,723.15
Kamonyi,Climbing bean,2019,Season B,352.3,19.769565217391303,0.5336,725.01
Kamonyi,Climbing bean,2020,Season A,680.0,19.83818681318681,0.5609,748.93
Kamonyi,Climbing bean,2020,Season B,488.7,19.742934782608696,0.5163,789.66
Kamonyi,Climbing bean,2021,Season A,551.3,19.91767955801105,0.5665,711.98
Kamonyi,Climbing bean,2021,Season B,391.2,19.079891304347825,0.547,808.71
Kamonyi,Cooking Banana,2015,Season A,576.0,18.55635359116022,0.5973,12000.93
Kamonyi,Cooking Banana,2015,Season B,314.2,18.683695652173917,0.5579,17425.0
Kamonyi,Cooking Banana,2016,Season A,510.3,18.782967032967036,0.5802,11589.71
Kamonyi,Cooking Banana,2016,Season B,301.2,19.12282608695652,0.5444,16406.23
Kamonyi,Cooking Banana,2017,Season A,360.7,20.275966850828727,0.5472,9659.16
Kamonyi,Cooking Banana,2017,Season B,261.1,19.72309782608696,0.5031,14617.79
Kamonyi,Cooking Banana,2018,Season A,423.9,19.72265193370166,0.5395,10200.48
Kamonyi,Cooking Banana,2018,Season B,499.2,18.78125,0.5761,19473.26
Kamonyi,Cooking Banana,2019,Season A,665.3,19.923756906077347,0.5581,11002.86
Kamonyi,Cooking Banana,2019,Season B,352.3,19.769565217391303,0.5336,16388.23
Kamonyi,Cooking Banana,2020,Season A,680.0,19.83818681318681,0.5609,11071.91
Kamonyi,Cooking Banana,2020,Season B,488.7,19.742934782608696,0.5163,16907.49
Kamonyi,Cooking Banana,2021,Season A,551.3,19.91767955801105,0.5665,10810.82
Kamonyi,Cooking Banana,2021,Season B,391.2,19.079891304347825,0.547,17462.76
Kamonyi,Dessert banana,2015,Season A,576.0,18.55635359116022,0.5973,8019.9
Kamonyi,Dessert banana,2015,Season B,314.2,18.683695652173917,0.5579,11079.24
Kamonyi,Dessert banana,2016,Season A,510.3,18.782967032967036,0.5802,7577.12
Kamonyi,Dessert banana,2016,Season B,301.2,19.12282608695652,0.5444,10792.44
Kamonyi,Dessert banana,2017,Season A,360.7,20.275966850828727,0.5472,6466.4
Kamonyi,Dessert banana,2017,Season B,261.1,19.72309782608696,0.5031,9340.93
Kamonyi,Dessert banana,2018,Season A,423.9,19.72265193370166,0.5395,6741.87
Kamonyi,Dessert banana,2018,Season B,499.2,18.78125,0.5761,12398.32
Kamonyi,Dessert banana,2019,Season A,665.3,19.923756906077347,0.5581,7637.5
Kamonyi,Dessert banana,2019,Season B,352.3,19.769565217391303,0.5336,10247.72
Kamonyi,Dessert banana,2020,Season A,680.0,19.83818681318681,0.5609,7706.17
Kamonyi,Dessert banana,2020,Season B,488.7,19.742934782608696,0.5163,11041.78
Kamonyi,Dessert banana,2021,Season A,551.3,19.91767955801105,0.5665,7298.23
Kamonyi,Dessert banana,2021,Season B,391.2,19.079891304347825,0.547,11018.54
Kamonyi,Ground nuts,2015,Season A,576.0,18.55635359116022,0.5973,368.61
Kamonyi,Ground nuts,2015,Season B,314.2,18.683695652173917,0.5579,388.85
Kamonyi,Ground nuts,2016,Season A,510.3,18.782967032967036,0.5802,353.61
Kamonyi,Ground nuts,2016,Season B,301.2,19.12282608695652,0.5444,375.78
Kamonyi,Ground nuts,2017,Season A,360.7,20.275966850828727,0.5472,294.51
Kamonyi,Ground nuts,2017,Season B,261.1,19.72309782608696,0.5031,338.03
Kamonyi,Ground nuts,2018,Season A,423.9,19.72265193370166,0.5395,308.17
Kamonyi,Ground nuts,2018,Season B,499.2,18.78125,0.5761,436.6
Kamonyi,Ground nuts,2019,Season A,665.3,19.923756906077347,0.5581,341.3
Kamonyi,Ground nuts,2019,Season B,352.3,19.769565217391303,0.5336,370.78
Kamonyi,Ground nuts,2020,Season A,680.0,19.83818681318681,0.5609,349.63
Kamonyi,Ground nuts,2020,Season B,488.7,19.742934782608696,0.5163,383.57
Kamonyi,Ground nuts,2021,Season A,551.3,19.91767955801105,0.5665,329.88
Kamonyi,Ground nuts,2021,Season B,391.2,19.079891304347825,0.547,398.38
Kamonyi,Irish potatoes,2015,Season A,576.0,18.55635359116022,0.5973,3733.75
